Target_genes	Dlx3|Average	SRX15842786|Epidermis	SRX2350671|Keratinocytes	STRING
Brox	1717.500000	2329	1106	0
Aida	1717.500000	2329	1106	0
Tcstv3	1345.000000	1940	750	0
Cldn34d	846.000000	1383	309	0
Kpna1	780.500000	829	732	0
Il31ra	653.500000	668	639	0
Amelx	562.000000	0	1124	0
Sspn	461.500000	337	586	0
Tmem229b	422.000000	612	232	0
Piwil1	417.000000	542	292	0
Asmt	415.500000	693	138	0
Tmem125	355.500000	455	256	0
Vmn1r2	351.500000	309	394	0
Gm3448	341.500000	98	585	0
Gm3417	341.500000	98	585	0
Rps29	335.500000	0	671	0
Mppe1	325.000000	262	388	0
Pnrc1	318.500000	304	333	0
Dchs2	310.500000	307	314	0
9030025P20Rik	307.500000	98	517	0
Nemf	307.000000	0	614	0
Gpx1	303.000000	305	301	0
Sdr16c6	300.500000	469	132	0
Tcte3	292.500000	0	585	0
Sppl3	292.500000	483	102	0
Gm3435	292.500000	0	585	0
Ermard	292.000000	0	584	0
Tsc22d1	288.500000	296	281	0
Nras	287.000000	261	313	0
Klf3	272.000000	318	226	0
Dyrk1b	265.000000	385	145	0
Oasl1	264.000000	528	0	0
Clk4	263.500000	291	236	0
BC049762	263.500000	291	236	0
Wipi2	258.500000	0	517	0
Rfx5	254.000000	396	112	0
Hspb1	250.000000	500	0	0
Marchf9	244.000000	104	384	0
Cdk4	244.000000	104	384	0
Fry	243.500000	156	331	0
Fam162a	243.000000	486	0	0
Ccdc58	243.000000	486	0	0
Thap12	242.500000	0	485	0
Malt1	242.500000	0	485	0
Ubb	241.000000	384	98	0
Cyth1	240.000000	0	480	0
Nup50	238.500000	0	477	0
Etv3	237.000000	302	172	0
Gchfr	236.000000	295	177	0
Pnrc2	232.500000	300	165	0
Efcab6	232.500000	465	0	0
Rnf149	223.000000	0	446	0
Pnpla1	222.500000	445	0	0
Spen	221.500000	0	443	0
Birc5	220.500000	0	441	0
Agps	220.500000	0	441	0
Ddit4	220.000000	254	186	0
Derl1	219.000000	438	0	0
Tmem95	216.500000	118	315	0
Kctd11	216.500000	118	315	0
Gm2a	215.000000	324	106	0
Chd2	207.000000	134	280	0
Clpx	206.500000	0	413	0
Xpo5	206.000000	0	412	0
Polh	206.000000	0	412	0
Kifap3	202.500000	0	405	0
Rcl1	196.500000	120	273	0
Runx1	195.000000	390	0	0
Metrnl	194.500000	232	157	0
Rasgef1b	193.500000	177	210	0
Dpf2	192.500000	0	385	0
Vmn1r238	192.000000	167	217	0
Nfil3	192.000000	255	129	0
Grb2	192.000000	0	384	0
Rcc2	191.500000	254	129	0
Bscl2	191.500000	233	150	0
Tas2r135	191.000000	382	0	0
Pdcd4	190.500000	88	293	0
Zc3hav1	190.000000	216	164	0
Krt8	189.500000	111	268	0
Adss	188.000000	0	376	0
Jund	187.500000	202	173	0
Iqcn	187.500000	202	173	0
Fam177a2	187.000000	0	374	0
Fam177a	187.000000	0	374	0
Ttc9c	186.500000	235	138	0
Rasip1	186.500000	0	373	0
Izumo1	186.500000	0	373	0
Hnrnpul2	186.500000	235	138	0
Arhgap30	185.000000	169	201	0
Tcf3	184.000000	150	218	0
Anxa9	184.000000	154	214	0
Rps6ka5	183.500000	119	248	0
Perp	183.000000	187	179	0
Map1s	182.000000	126	238	0
Ptk2	181.500000	0	363	0
Ehmt1	181.500000	0	363	0
Spag9	179.500000	84	275	0
Cers2	179.500000	154	205	0
Vcp	177.500000	176	179	0
Igsf23	177.500000	126	229	0
Hs6st1	175.000000	0	350	0
Sugp2	173.500000	0	347	0
Morc3	173.500000	0	347	0
Armc6	173.500000	0	347	0
Tmem139	172.500000	110	235	0
Sde2	172.500000	0	345	0
Mrps33	172.500000	102	243	0
Wdr18	171.000000	0	342	0
Lrrc36	170.000000	340	0	0
Zswim1	169.500000	0	339	0
Mknk1	169.000000	0	338	0
Fam227b	168.500000	0	337	0
Dtwd1	168.500000	0	337	0
Spty2d1	167.500000	177	158	0
Pgam1	167.500000	0	335	0
Ypel2	167.000000	152	182	0
Lipm	167.000000	134	200	0
Get1	163.500000	0	327	0
Prkdc	163.000000	0	326	0
Cc2d1a	163.000000	111	215	0
4930432K21Rik	163.000000	111	215	0
Hnrnpc	161.500000	140	183	0
Arl8b	161.000000	0	322	0
Hsf1	160.500000	0	321	0
Bop1	160.500000	0	321	0
Aadacl2fm1	160.000000	320	0	0
Tmem170b	158.000000	0	316	0
Triobp	157.000000	165	149	0
Per1	157.000000	129	185	0
Gm10710	157.000000	0	314	0
Sesn3	156.000000	129	183	0
Ndufa9	156.000000	0	312	0
Nanos2	156.000000	0	312	0
Mypop	156.000000	0	312	0
Akap3	156.000000	0	312	0
Zfp639	155.500000	0	311	0
Tmem65	155.500000	147	164	0
Plcxd2	154.000000	181	127	0
Dhcr7	154.000000	98	210	0
Ccnt2	153.500000	0	307	0
Osbpl9	153.000000	178	128	0
Slc7a11	152.500000	305	0	0
Ppp6r1	152.500000	0	305	0
Alkbh5	152.500000	93	212	0
Usp37	151.500000	0	303	0
Ovol1	151.500000	170	133	0
Oser1	151.500000	0	303	0
Cnot9	151.500000	0	303	0
Wfdc15a	151.000000	302	0	0
Wfdc12	151.000000	302	0	0
Slc26a8	151.000000	155	147	0
Mapk14	151.000000	155	147	0
Cebpa	151.000000	128	174	0
Specc1l	150.500000	0	301	0
Mis18a	150.500000	0	301	0
Cdk17	150.500000	131	170	0
Atf3	150.500000	86	215	0
Txnl4a	149.500000	0	299	0
Snrpc	149.500000	0	299	0
Sec61a1	149.500000	0	299	0
Ifna13	149.500000	163	136	0
Gm16286	149.500000	0	299	0
Skint5	149.000000	298	0	0
Ehd1	148.000000	84	212	0
Crtc1	148.000000	0	296	0
Ssbp2	147.500000	0	295	0
Slc18a1	147.000000	0	294	0
Rreb1	147.000000	294	0	0
Msl2	147.000000	0	294	0
Erlin2	147.000000	0	294	0
Atp6v1b2	147.000000	0	294	0
Ap5b1	147.000000	151	143	0
Gorasp2	146.500000	0	293	0
Fam118a	146.000000	0	292	0
Akap8	146.000000	0	292	0
Kbtbd7	145.000000	89	201	0
Abhd6	145.000000	290	0	0
Pttg1ip	144.500000	0	289	0
Mex3d	144.000000	0	288	0
Usp12	143.500000	0	287	0
P4ha1	143.500000	0	287	0
Zfp473	143.000000	0	286	0
Vrk3	143.000000	0	286	0
Hif1a	143.000000	286	0	0
Zfp750	142.500000	190	95	0
Ubc	142.500000	0	285	0
Them4	142.500000	0	285	0
Rock1	142.500000	0	285	0
Magi1	142.500000	0	285	0
Ccl20	142.500000	285	0	0
Trappc9	142.000000	0	284	0
Tmprss11e	142.000000	155	129	0
Hbp1	142.000000	0	284	0
Arrdc3	142.000000	175	109	0
Ttc23	141.500000	146	137	0
Trp53inp1	141.000000	0	282	0
Bmpr2	141.000000	163	119	0
Tob2	140.500000	146	135	0
Rabggtb	140.500000	0	281	0
Gopc	140.500000	167	114	0
Gale	140.500000	0	281	0
Tmtc3	140.000000	0	280	0
Cep290	140.000000	0	280	0
Arhgap32	140.000000	152	128	0
Il10rb	139.500000	279	0	0
Hook2	139.000000	122	156	0
Ppp1cb	138.500000	0	277	0
Ifrd2	138.500000	0	277	0
Hspa14	138.500000	126	151	0
Gtf2a1	138.500000	0	277	0
Gpcpd1	138.500000	202	75	0
Gatad2a	138.500000	185	92	0
Cdnf	138.500000	126	151	0
9130008F23Rik	138.500000	123	154	0
Chordc1	138.000000	0	276	0
Uvssa	137.500000	0	275	0
Ubr4	137.000000	0	274	0
Dync1li1	137.000000	0	274	0
Zfp821	136.500000	107	166	0
Stam2	136.500000	273	0	0
Mbd3	136.500000	0	273	0
Klhl9	136.500000	0	273	0
Ist1	136.500000	107	166	0
Stat3	136.000000	0	272	0
Picalm	136.000000	0	272	0
Otud6b	136.000000	90	182	0
Nme1	135.500000	0	271	0
Lmbrd1	135.500000	171	100	0
Cic	135.500000	101	170	0
Srrm1	135.000000	0	270	0
Agpat5	135.000000	0	270	0
Zfp664	134.500000	0	269	0
Sec24c	134.500000	0	269	0
Hsdl2	134.500000	0	269	0
Hibch	134.500000	0	269	0
Ccdc92	134.500000	0	269	0
Ncapg2	134.000000	0	268	0
Mapk3	133.500000	0	267	0
Gm960	133.500000	0	267	0
Cct8	133.500000	0	267	0
Trak1	133.000000	150	116	0
Mrpl48	133.000000	266	0	0
Cdc42bpb	133.000000	0	266	0
Tppp	132.000000	0	264	0
Inpp5k	132.000000	0	264	0
Crebrf	132.000000	147	117	0
2610507B11Rik	132.000000	0	264	0
Zxdc	131.500000	0	263	0
Vmn2r4	131.500000	263	0	0
Gm10639	131.500000	263	0	0
Kifc3	131.000000	116	146	0
Rdh12	130.500000	261	0	0
Mob1b	130.500000	261	0	0
Actr3	130.500000	0	261	0
Actn4	130.500000	0	261	0
Susd6	130.000000	0	260	0
Smg9	130.000000	0	260	0
Depdc5	130.000000	0	260	0
Cenpu	130.000000	0	260	0
Tiparp	129.500000	259	0	0
Rsrp1	129.500000	0	259	0
Ddx42	129.500000	0	259	0
Copg1	129.500000	0	259	0
Ccdc47	129.500000	0	259	0
Birc6	129.500000	0	259	0
2300009A05Rik	129.500000	0	259	0
Mtch2	129.000000	0	258	0
Hsp90aa1	129.000000	0	258	0
Bnip3l	129.000000	152	106	0
Wdfy2	128.500000	0	257	0
Nudt13	128.000000	106	150	0
Ncstn	128.000000	256	0	0
Copa	128.000000	256	0	0
Phlda1	127.500000	0	255	0
Septin2	127.000000	0	254	0
Hdlbp	127.000000	0	254	0
Usp32	126.500000	0	253	0
Metap1	126.500000	0	253	0
Flywch1	126.500000	0	253	0
Cdh12	126.500000	253	0	0
Tollip	126.000000	0	252	0
Erlin1	125.500000	144	107	0
Spg7	125.000000	0	250	0
Rbx1	125.000000	0	250	0
Yars	124.500000	0	249	0
Srd5a3	124.500000	249	0	0
S100pbp	124.500000	0	249	0
Mrpl45	124.500000	0	249	0
Gpd1l	124.500000	0	249	0
Fam135a	124.000000	0	248	0
Dyrk3	124.000000	118	130	0
Dvl1	124.000000	0	248	0
Cep295	124.000000	0	248	0
Cep170	124.000000	133	115	0
Cc2d1b	124.000000	0	248	0
Smarca4	123.500000	0	247	0
Slc3a2	123.000000	0	246	0
Sdha	123.000000	0	246	0
Psma2	123.000000	0	246	0
Pdgfa	123.000000	0	246	0
Mrpl32	123.000000	0	246	0
Cpe	123.000000	246	0	0
Ccdc127	123.000000	0	246	0
Akap1	123.000000	0	246	0
Tfrc	122.500000	0	245	0
Hdac5	122.000000	0	244	0
Slc7a1	121.500000	0	243	0
Skp2	121.500000	0	243	0
Nup93	121.500000	0	243	0
Lmbrd2	121.500000	0	243	0
Hes1	121.500000	0	243	0
Gmcl1	121.500000	0	243	0
Dsc1	121.500000	162	81	0
Uchl5	121.000000	0	242	0
Ro60	121.000000	0	242	0
Pld4	121.000000	242	0	0
Rad23b	120.500000	0	241	0
Mief1	120.500000	0	241	0
Lix1	120.500000	0	241	0
Cdk11b	120.500000	92	149	0
Abhd11	120.500000	0	241	0
0610009B22Rik	120.500000	0	241	0
Tyw1	120.000000	0	240	0
Tbc1d15	120.000000	0	240	0
Sbds	120.000000	0	240	0
Mycbp	120.000000	0	240	0
Zfand6	119.500000	0	239	0
Slc33a1	119.500000	80	159	0
Npm2	119.500000	0	239	0
Hr	119.500000	0	239	0
Arid3a	119.500000	0	239	0
Sdf4	119.000000	0	238	0
Naa35	119.000000	0	238	0
Dynlt1b	119.000000	0	238	0
B3galt6	119.000000	0	238	0
Pkmyt1	118.500000	0	237	0
Pitpnb	118.500000	0	237	0
Lsm14b	118.500000	0	237	0
Lipk	118.500000	237	0	0
Them5	118.000000	236	0	0
Rab3ip	118.000000	0	236	0
Ccna2	118.000000	0	236	0
Ranbp3	117.500000	0	235	0
Notch1	117.500000	0	235	0
Mrpl10	117.500000	0	235	0
Lrrc46	117.500000	0	235	0
Fam98a	117.500000	0	235	0
Csf2ra	117.500000	235	0	0
Casp2	117.500000	0	235	0
Styxl1	117.000000	0	234	0
Stk32c	117.000000	0	234	0
Smu1	117.000000	0	234	0
Smc6	117.000000	0	234	0
Sertad3	117.000000	0	234	0
Rgl1	117.000000	0	234	0
Psmg1	117.000000	0	234	0
Mdh2	117.000000	0	234	0
Lrrc27	117.000000	0	234	0
Kat6a	117.000000	0	234	0
Gen1	117.000000	0	234	0
Coa7	117.000000	0	234	0
Arpc5	117.000000	0	234	0
Arl5a	117.000000	0	234	0
Prdm10	116.500000	233	0	0
Oaz2	116.500000	0	233	0
Notch3	116.500000	119	114	0
Eef1g	116.500000	0	233	0
Bpifc	116.500000	233	0	0
Strn	116.000000	0	232	0
Pkp1	116.000000	119	113	0
Olfr806	116.000000	232	0	0
Napg	116.000000	0	232	0
Zfp36	115.500000	106	125	0
Tmcc3	115.500000	150	81	0
Tfg	115.500000	0	231	0
Tdp2	115.500000	0	231	0
Rmnd5a	115.500000	87	144	0
Pomt1	115.500000	0	231	0
Plekhg2	115.500000	106	125	0
Mrpl17	115.500000	0	231	0
Baiap2l2	115.500000	0	231	0
Arhgdib	115.500000	231	0	0
Acot13	115.500000	0	231	0
Tent4a	115.000000	0	230	0
Sos1	115.000000	0	230	0
Sik1	115.000000	0	230	0
Eprs	115.000000	0	230	0
Tpt1	114.500000	0	229	0
Sbk1	114.500000	0	229	0
Phc1	114.500000	90	139	0
Med26	114.500000	0	229	0
Abcf3	114.500000	0	229	0
Rab33b	114.000000	0	228	0
Mideas	114.000000	0	228	0
Herc4	114.000000	0	228	0
Grasp	114.000000	139	89	0
C2cd5	113.500000	0	227	0
Nampt	113.000000	0	226	0
Jup	113.000000	87	139	0
Hspa1b	113.000000	0	226	0
Galnt18	113.000000	0	226	0
Sdhb	112.500000	0	225	0
Lin54	112.500000	0	225	0
Eif2s1	112.500000	0	225	0
Casz1	112.500000	0	225	0
Atp6v1d	112.500000	0	225	0
Tmx3	112.000000	0	224	0
Tmem116	112.000000	0	224	0
Tacstd2	112.000000	94	130	0
Rpsa	112.000000	0	224	0
Nfkbia	112.000000	0	224	0
Erp29	112.000000	0	224	0
Evpl	111.500000	0	223	0
Casc3	111.500000	0	223	0
Spdye4b	111.000000	0	222	0
Rbak	111.000000	0	222	0
Parp6	111.000000	0	222	0
Ints2	111.000000	0	222	0
Hopx	111.000000	0	222	0
Gdpd1	111.000000	0	222	0
Elmod1	111.000000	222	0	0
Bahcc1	111.000000	0	222	0
Rab8a	110.500000	0	221	0
Hinfp	110.500000	0	221	0
Itga2b	110.000000	0	220	0
Eps15l1	110.000000	0	220	0
Xpot	109.500000	0	219	0
Spata1	109.500000	0	219	0
Prkrip1	109.500000	0	219	0
Pard6b	109.500000	0	219	0
Hexim2	109.500000	0	219	0
Gng5	109.500000	0	219	0
Srr	109.000000	0	218	0
Smg6	109.000000	0	218	0
Htra2	109.000000	0	218	0
Dqx1	109.000000	0	218	0
Cnot8	109.000000	0	218	0
Tmem127	108.500000	0	217	0
Slc25a51	108.500000	217	0	0
Slc22a5	108.500000	0	217	0
Rhov	108.500000	217	0	0
Mpc2	108.500000	124	93	0
Mllt10	108.500000	0	217	0
Dcaf6	108.500000	124	93	0
Ciao1	108.500000	0	217	0
Aadacl2	108.500000	217	0	0
Uxs1	108.000000	0	216	0
Thsd1	108.000000	216	0	0
Ppm1a	108.000000	0	216	0
Pik3ip1	108.000000	0	216	0
Irf2bp2	108.000000	0	216	0
Ifrd1	108.000000	97	119	0
Tmem63b	107.500000	0	215	0
Ticam1	107.500000	0	215	0
Mrpl14	107.500000	0	215	0
Limk2	107.500000	0	215	0
Anapc15	107.500000	98	117	0
Slx4	107.000000	0	214	0
Fbxo5	107.000000	0	214	0
Dnajc16	107.000000	0	214	0
Casp9	107.000000	0	214	0
Acaa2	107.000000	0	214	0
Rassf1	106.500000	0	213	0
Prkn	106.500000	0	213	0
Pacrg	106.500000	0	213	0
Mrpl2	106.500000	0	213	0
Klc4	106.500000	0	213	0
Hnrnpa1	106.500000	0	213	0
Fam220a	106.500000	0	213	0
Cul7	106.500000	0	213	0
Cbx5	106.500000	0	213	0
Selenoi	106.000000	0	212	0
Ppp1r15b	106.000000	0	212	0
Pex3	106.000000	0	212	0
Mbd1	106.000000	0	212	0
Man1b1	106.000000	0	212	0
Lef1	106.000000	0	212	0
Kmt2e	106.000000	80	132	0
Adat2	106.000000	0	212	0
Aasdh	106.000000	0	212	0
Ttc25	105.000000	0	210	0
Senp5	105.000000	0	210	0
Nadsyn1	105.000000	0	210	0
Nadk	105.000000	0	210	0
Ercc2	105.000000	0	210	0
Epg5	105.000000	0	210	0
Zbtb43	104.500000	0	209	0
Ube2cbp	104.500000	0	209	0
Ptpn23	104.500000	0	209	0
Neu2	104.500000	209	0	0
Myl12a	104.500000	0	209	0
Mnd1	104.500000	0	209	0
Dop1a	104.500000	0	209	0
Dlgap4	104.500000	0	209	0
Tuba1b	104.000000	0	208	0
Synrg	104.000000	0	208	0
Mvd	104.000000	0	208	0
Iqgap1	104.000000	0	208	0
Dok4	104.000000	0	208	0
Tubg1	103.500000	0	207	0
Retreg3	103.500000	0	207	0
Palb2	103.500000	0	207	0
Nuf2	103.500000	0	207	0
Nlrp10	103.500000	0	207	0
Mblac1	103.500000	207	0	0
Eif3f	103.500000	0	207	0
Dctn5	103.500000	0	207	0
Clic4	103.500000	0	207	0
Acbd5	103.500000	207	0	0
Tiprl	103.000000	0	206	0
Rac1	103.000000	0	206	0
Atp6v0d1	103.000000	0	206	0
Ap2m1	103.000000	0	206	0
Angptl6	103.000000	0	206	0
Agrp	103.000000	0	206	0
Vps26c	102.500000	0	205	0
Vapb	102.500000	0	205	0
Klf9	102.500000	205	0	0
Clp1	102.500000	0	205	0
Phb2	102.000000	0	204	0
Mctp2	102.000000	204	0	0
Emg1	102.000000	0	204	0
Cdkn2aip	102.000000	0	204	0
Adtrp	102.000000	0	204	0
Zfp94	101.500000	0	203	0
Smim18	101.500000	203	0	0
Pum2	101.500000	0	203	0
Nup107	101.500000	0	203	0
Mettl8	101.500000	0	203	0
Kiz	101.500000	0	203	0
Ip6k2	101.500000	0	203	0
Fem1c	101.500000	0	203	0
Dcaf17	101.500000	0	203	0
Cacul1	101.500000	0	203	0
3110082I17Rik	101.500000	0	203	0
Tmem104	101.000000	0	202	0
Thra	101.000000	0	202	0
Spata5	101.000000	0	202	0
Smim11	101.000000	0	202	0
Pabpc4	101.000000	0	202	0
Nudt6	101.000000	0	202	0
Nat9	101.000000	0	202	0
Cfap20	101.000000	104	98	0
Borcs5	101.000000	0	202	0
Znhit2	100.500000	0	201	0
Slc30a5	100.500000	0	201	0
Pgrmc2	100.500000	0	201	0
Mrpl49	100.500000	0	201	0
Mmgt1	100.500000	118	83	0
Fau	100.500000	0	201	0
Zfp433	100.000000	0	200	0
Zfand3	100.000000	200	0	0
Ylpm1	100.000000	0	200	0
Whrn	100.000000	0	200	0
Wdr4	100.000000	0	200	0
Vdac3	100.000000	0	200	0
Rbbp6	100.000000	0	200	0
Nmt2	100.000000	0	200	0
Irf2bpl	100.000000	0	200	0
Hp1bp3	100.000000	0	200	0
Gm32687	100.000000	0	200	0
Dsg3	100.000000	200	0	0
Cox5b	100.000000	0	200	0
Cdkl2	100.000000	0	200	0
Sipa1l2	99.500000	0	199	0
Ppp4r3b	99.500000	0	199	0
Hal	99.500000	199	0	0
Cd47	99.500000	199	0	0
Rbpj	99.000000	0	198	0
Ppfia1	99.000000	0	198	0
Mob3a	99.000000	0	198	0
Izumo4	99.000000	0	198	0
Grhl3	99.000000	0	198	0
Ccser2	99.000000	0	198	0
Bambi	99.000000	0	198	0
Ap1s1	99.000000	0	198	0
Aacs	99.000000	0	198	0
Tmem156	98.500000	0	197	0
Smap1	98.500000	0	197	0
Rmnd5b	98.500000	0	197	0
Lig4	98.500000	0	197	0
Abhd13	98.500000	0	197	0
Tmc8	98.000000	0	196	0
Tmc6	98.000000	0	196	0
Shoc2	98.000000	0	196	0
Rbm5	98.000000	0	196	0
Pprc1	98.000000	196	0	0
Poc5	98.000000	0	196	0
Mga	98.000000	0	196	0
Ginm1	98.000000	0	196	0
Exd2	98.000000	0	196	0
Dnpep	98.000000	0	196	0
Caap1	98.000000	0	196	0
Bbip1	98.000000	0	196	0
Npm1	97.500000	0	195	0
Kif13b	97.500000	126	69	0
Ctcf	97.500000	0	195	0
Clptm1l	97.500000	0	195	0
Chrac1	97.500000	0	195	0
Sik2	97.000000	0	194	0
Rars2	97.000000	0	194	0
Orc3	97.000000	0	194	0
Macrod2	97.000000	0	194	0
Liph	97.000000	194	0	0
