Target_genes	Sirt6|Average	SRX873340|ES_cells	SRX873342|ES_cells	SRX873343|ES_cells	STRING
Ubxn4	34.333333	103	0	0	0
Ubox5	34.333333	103	0	0	0
Ubfd1	34.333333	103	0	0	0
Traf3ip1	34.333333	103	0	0	0
Tcp11l2	34.333333	103	0	0	0
Tarbp1	34.333333	103	0	0	0
Srprb	34.333333	103	0	0	0
Spr	34.333333	103	0	0	0
Smndc1	34.333333	103	0	0	0
Rmdn3	34.333333	103	0	0	0
Rdh5	34.333333	103	0	0	0
Rcl1	34.333333	103	0	0	0
Psmb2	34.333333	103	0	0	0
Osbpl11	34.333333	103	0	0	0
Oasl1	34.333333	0	103	0	0
Ngdn	34.333333	103	0	0	0
Mcm5	34.333333	103	0	0	0
Fastkd5	34.333333	103	0	0	0
Ears2	34.333333	103	0	0	0
Ddx23	34.333333	103	0	0	0
D030056L22Rik	34.333333	103	0	0	0
Bloc1s1	34.333333	103	0	0	0
Zfp781	34.000000	102	0	0	0
Srsf7	34.000000	102	0	0	0
Slc19a2	34.000000	102	0	0	0
Setdb1	34.000000	102	0	0	0
Rcor1	34.000000	102	0	0	0
Rbmxl2	34.000000	102	0	0	0
Rab5b	34.000000	102	0	0	0
Polr1e	34.000000	102	0	0	0
Ngrn	34.000000	102	0	0	0
Mtfmt	34.000000	102	0	0	0
Mecp2	34.000000	102	0	0	0
Mast4	34.000000	102	0	0	0
Lsm5	34.000000	102	0	0	0
Gm3055	34.000000	102	0	0	0
Fnbp4	34.000000	102	0	0	0
Fanci	34.000000	102	0	0	0
Erlin1	34.000000	102	0	0	0
Cttn	34.000000	102	0	0	0
Cs	34.000000	102	0	0	0
Creb3l2	34.000000	102	0	0	0
Coro1b	34.000000	102	0	0	0
Cops4	34.000000	102	0	0	0
Ccnt2	34.000000	102	0	0	0
Cacna2d3	34.000000	102	0	0	0
Acer3	34.000000	102	0	0	0
Aaas	34.000000	102	0	0	0
2300009A05Rik	34.000000	102	0	0	0
Srm	33.666667	101	0	0	0
Saraf	33.666667	101	0	0	0
Rrn3	33.666667	101	0	0	0
Rmnd1	33.666667	101	0	0	0
Poldip3	33.666667	101	0	0	0
Pigk	33.666667	101	0	0	0
Pard3	33.666667	101	0	0	0
Nifk	33.666667	101	0	0	0
Ncoa2	33.666667	101	0	0	0
Nat10	33.666667	101	0	0	0
Nanos1	33.666667	101	0	0	0
Mrpl28	33.666667	101	0	0	0
Mef2d	33.666667	101	0	0	0
Lars2	33.666667	101	0	0	0
Kctd5	33.666667	101	0	0	0
Irf2bp2	33.666667	101	0	0	0
Gtf2h4	33.666667	101	0	0	0
Gfm1	33.666667	101	0	0	0
Fer	33.666667	101	0	0	0
Dnaja1	33.666667	101	0	0	0
Dcaf12	33.666667	101	0	0	0
Daam1	33.666667	101	0	0	0
Cwf19l2	33.666667	101	0	0	0
Cenph	33.666667	101	0	0	0
Cd63	33.666667	101	0	0	0
Cab39	33.666667	101	0	0	0
Bag6	33.666667	101	0	0	0
Atxn10	33.666667	101	0	0	0
Armt1	33.666667	101	0	0	0
Apom	33.666667	101	0	0	0
Ap3m1	33.666667	101	0	0	0
Adk	33.666667	101	0	0	0
Adh5	33.666667	101	0	0	0
Acadl	33.666667	101	0	0	0
Zswim4	33.333333	100	0	0	0
Zranb2	33.333333	100	0	0	0
Zfp97	33.333333	100	0	0	0
Zfp90	33.333333	100	0	0	0
Zfp59	33.333333	100	0	0	0
Xpc	33.333333	100	0	0	0
Usp34	33.333333	100	0	0	0
Tusc3	33.333333	100	0	0	0
Sugp2	33.333333	100	0	0	0
Slc1a4	33.333333	100	0	0	0
Slc12a6	33.333333	100	0	0	0
Sf3b1	33.333333	100	0	0	0
Rnaseh1	33.333333	100	0	0	0
Rbm15	33.333333	100	0	0	0
Rad54l2	33.333333	100	0	0	0
Prtg	33.333333	100	0	0	0
Pip4k2c	33.333333	100	0	0	0
Pip4k2b	33.333333	100	0	0	0
Phlda3	33.333333	100	0	0	0
Nop10	33.333333	100	0	0	0
Ncapg2	33.333333	100	0	0	0
Ltv1	33.333333	100	0	0	0
Lsm3	33.333333	100	0	0	0
Lonp2	33.333333	100	0	0	0
Lama1	33.333333	100	0	0	0
Kirrel	33.333333	100	0	0	0
Kifbp	33.333333	100	0	0	0
Hsdl1	33.333333	100	0	0	0
Gpc5	33.333333	100	0	0	0
Fancc	33.333333	100	0	0	0
E2f3	33.333333	100	0	0	0
Dnaaf1	33.333333	100	0	0	0
Cyb5b	33.333333	100	0	0	0
Cenpe	33.333333	100	0	0	0
Cd81	33.333333	100	0	0	0
Armc6	33.333333	100	0	0	0
Acbd6	33.333333	100	0	0	0
Znhit6	33.000000	99	0	0	0
Zfp707	33.000000	99	0	0	0
Zfp472	33.000000	99	0	0	0
Vps52	33.000000	99	0	0	0
Tysnd1	33.000000	99	0	0	0
Tmcc3	33.000000	99	0	0	0
Sumf1	33.000000	99	0	0	0
Rundc1	33.000000	99	0	0	0
Rps18	33.000000	99	0	0	0
Rpl26	33.000000	99	0	0	0
Ptges3l	33.000000	99	0	0	0
Prex1	33.000000	99	0	0	0
Mfap3l	33.000000	99	0	0	0
Mettl17	33.000000	99	0	0	0
Hnrnpf	33.000000	99	0	0	0
Heatr1	33.000000	99	0	0	0
H2bc6	33.000000	99	0	0	0
H1f4	33.000000	99	0	0	0
Fancd2	33.000000	99	0	0	0
Fam50a	33.000000	99	0	0	0
Fam222a	33.000000	99	0	0	0
Fads1	33.000000	99	0	0	0
Emc3	33.000000	99	0	0	0
Bid	33.000000	99	0	0	0
Bcl2l13	33.000000	99	0	0	0
B3galt4	33.000000	99	0	0	0
Asb8	33.000000	99	0	0	0
Ap2a1	33.000000	99	0	0	0
Akap17b	33.000000	99	0	0	0
Abcb10	33.000000	99	0	0	0
Zfp763	32.666667	98	0	0	0
Trappc11	32.666667	98	0	0	0
Tmem198b	32.666667	98	0	0	0
Tatdn2	32.666667	98	0	0	0
Supv3l1	32.666667	98	0	0	0
Spata5l1	32.666667	98	0	0	0
Setx	32.666667	98	0	0	0
Rwdd4a	32.666667	98	0	0	0
Qtrt1	32.666667	98	0	0	0
Pcnx	32.666667	98	0	0	0
Nup54	32.666667	98	0	0	0
Mtch1	32.666667	98	0	0	0
Mrps35	32.666667	98	0	0	0
Lpcat1	32.666667	98	0	0	0
Larp4	32.666667	98	0	0	0
Gns	32.666667	98	0	0	0
Erich4	32.666667	98	0	0	0
Edem1	32.666667	98	0	0	0
Dnajc14	32.666667	98	0	0	0
Dmac2	32.666667	98	0	0	0
Denr	32.666667	98	0	0	0
Clcn3	32.666667	98	0	0	0
Arhgap11a	32.666667	98	0	0	0
Alg6	32.666667	98	0	0	0
Zfp523	32.333333	97	0	0	0
Zfp354a	32.333333	97	0	0	0
Trrap	32.333333	97	0	0	0
Tmem214	32.333333	97	0	0	0
Tmed9	32.333333	97	0	0	0
Tiparp	32.333333	97	0	0	0
Thop1	32.333333	97	0	0	0
Spg7	32.333333	97	0	0	0
Ppp5c	32.333333	97	0	0	0
Panx1	32.333333	97	0	0	0
Oser1	32.333333	97	0	0	0
Neurl2	32.333333	97	0	0	0
Gtpbp4	32.333333	97	0	0	0
Gpr107	32.333333	97	0	0	0
G3bp2	32.333333	97	0	0	0
Fbxl16	32.333333	97	0	0	0
Endog	32.333333	97	0	0	0
Dus1l	32.333333	97	0	0	0
Dennd2c	32.333333	97	0	0	0
Ctsa	32.333333	97	0	0	0
Arhgap12	32.333333	97	0	0	0
Zfp984	32.000000	96	0	0	0
Zbtb7a	32.000000	96	0	0	0
Yars	32.000000	96	0	0	0
Wdr73	32.000000	96	0	0	0
Trpm7	32.000000	96	0	0	0
Trp53rkb	32.000000	96	0	0	0
Top2a	32.000000	96	0	0	0
Tada2b	32.000000	96	0	0	0
Spns1	32.000000	96	0	0	0
Scd2	32.000000	96	0	0	0
S100pbp	32.000000	96	0	0	0
Rsl24d1	32.000000	96	0	0	0
Rabl6	32.000000	96	0	0	0
Rab18	32.000000	96	0	0	0
Prkab2	32.000000	96	0	0	0
Pigt	32.000000	96	0	0	0
Phf5a	32.000000	96	0	0	0
Pcolce2	32.000000	96	0	0	0
Nmb	32.000000	96	0	0	0
Mrpl30	32.000000	96	0	0	0
Mitd1	32.000000	96	0	0	0
Mgat3	32.000000	96	0	0	0
Kctd12	32.000000	96	0	0	0
Kbtbd8	32.000000	96	0	0	0
Kank4	32.000000	96	0	0	0
Ing1	32.000000	96	0	0	0
Hyls1	32.000000	96	0	0	0
Hgs	32.000000	96	0	0	0
Dpy19l3	32.000000	96	0	0	0
Dhx8	32.000000	96	0	0	0
Cybc1	32.000000	96	0	0	0
Ccng1	32.000000	96	0	0	0
Ccdc96	32.000000	96	0	0	0
BC005537	32.000000	96	0	0	0
Arrdc4	32.000000	96	0	0	0
Arl16	32.000000	96	0	0	0
Aco2	32.000000	96	0	0	0
Zfp408	31.666667	95	0	0	0
Ube4b	31.666667	95	0	0	0
Smchd1	31.666667	95	0	0	0
Rbm45	31.666667	95	0	0	0
Rae1	31.666667	95	0	0	0
Rad21	31.666667	95	0	0	0
Rab5a	31.666667	95	0	0	0
Psme3	31.666667	95	0	0	0
Prrc2a	31.666667	95	0	0	0
Nrbf2	31.666667	95	0	0	0
Nipbl	31.666667	95	0	0	0
Ncstn	31.666667	95	0	0	0
Myl12a	31.666667	95	0	0	0
Mpv17l2	31.666667	95	0	0	0
Isyna1	31.666667	95	0	0	0
Haus1	31.666667	95	0	0	0
Dnajb6	31.666667	95	0	0	0
Copa	31.666667	95	0	0	0
Cmtr1	31.666667	95	0	0	0
Ccnt1	31.666667	95	0	0	0
Atp5a1	31.666667	95	0	0	0
Arhgap1	31.666667	95	0	0	0
Ablim2	31.666667	95	0	0	0
Abi1	31.666667	95	0	0	0
4930415O20Rik	31.666667	95	0	0	0
Xpo4	31.333333	94	0	0	0
Tpm1	31.333333	94	0	0	0
Tmem161b	31.333333	94	0	0	0
Skil	31.333333	94	0	0	0
Sgta	31.333333	94	0	0	0
Sepsecs	31.333333	94	0	0	0
Prpf18	31.333333	94	0	0	0
Plod2	31.333333	94	0	0	0
Pgd	31.333333	94	0	0	0
Nufip1	31.333333	94	0	0	0
Nolc1	31.333333	94	0	0	0
Gpalpp1	31.333333	94	0	0	0
Fgfr1	31.333333	94	0	0	0
Erc2	31.333333	94	0	0	0
Eogt	31.333333	94	0	0	0
Eno1	31.333333	94	0	0	0
Eif2b3	31.333333	94	0	0	0
Dnaaf2	31.333333	94	0	0	0
Ddah1	31.333333	94	0	0	0
Ctnnal1	31.333333	94	0	0	0
Arl6	31.333333	94	0	0	0
Ano6	31.333333	94	0	0	0
Adamts7	31.333333	94	0	0	0
Tbc1d15	31.000000	93	0	0	0
Sart3	31.000000	93	0	0	0
Rps23	31.000000	93	0	0	0
Romo1	31.000000	93	0	0	0
Ptpn14	31.000000	93	0	0	0
Pitpna	31.000000	93	0	0	0
Nfs1	31.000000	93	0	0	0
Jagn1	31.000000	93	0	0	0
Iscu	31.000000	93	0	0	0
Glce	31.000000	93	0	0	0
Eif3e	31.000000	93	0	0	0
Dolpp1	31.000000	93	0	0	0
Dhx16	31.000000	93	0	0	0
Ccnh	31.000000	93	0	0	0
B3gntl1	31.000000	93	0	0	0
Acsl1	31.000000	93	0	0	0
Zfyve27	30.666667	92	0	0	0
Zfc3h1	30.666667	92	0	0	0
Ttc5	30.666667	92	0	0	0
Tma16	30.666667	92	0	0	0
Thap2	30.666667	92	0	0	0
Rpl12	30.666667	92	0	0	0
Rab3a	30.666667	92	0	0	0
Prkacb	30.666667	92	0	0	0
Polr2b	30.666667	92	0	0	0
Noa1	30.666667	92	0	0	0
Ncoa4	30.666667	92	0	0	0
Nck1	30.666667	92	0	0	0
Lrsam1	30.666667	92	0	0	0
Jpt1	30.666667	92	0	0	0
Ints13	30.666667	92	0	0	0
Gtpbp3	30.666667	92	0	0	0
Fgfr1op2	30.666667	92	0	0	0
Fam204a	30.666667	92	0	0	0
Fam110b	30.666667	92	0	0	0
Ermp1	30.666667	92	0	0	0
Elavl2	30.666667	92	0	0	0
Dgkh	30.666667	92	0	0	0
Capzb	30.666667	92	0	0	0
Ano8	30.666667	92	0	0	0
Abcf2	30.666667	92	0	0	0
Zfp787	30.333333	91	0	0	0
Zfp617	30.333333	91	0	0	0
Usp47	30.333333	91	0	0	0
Tmem245	30.333333	91	0	0	0
Smc3	30.333333	91	0	0	0
Slc27a4	30.333333	91	0	0	0
Sf3b3	30.333333	91	0	0	0
Rnf14	30.333333	91	0	0	0
Pias1	30.333333	91	0	0	0
Nsmce3	30.333333	91	0	0	0
Nars2	30.333333	91	0	0	0
Minpp1	30.333333	91	0	0	0
Mfsd12	30.333333	91	0	0	0
Man1a2	30.333333	91	0	0	0
Jtb	30.333333	91	0	0	0
Id1	30.333333	91	0	0	0
Gins3	30.333333	91	0	0	0
Fam174b	30.333333	91	0	0	0
Eif5a2	30.333333	91	0	0	0
Dynll1	30.333333	91	0	0	0
Cog4	30.333333	91	0	0	0
Cln8	30.333333	91	0	0	0
Armc8	30.333333	91	0	0	0
Appl2	30.333333	91	0	0	0
Alyref2	30.333333	91	0	0	0
Zfp13	30.000000	90	0	0	0
Thoc1	30.000000	90	0	0	0
Rpl27	30.000000	90	0	0	0
Prdx3	30.000000	90	0	0	0
Ndufc2	30.000000	90	0	0	0
Mrtfa	30.000000	90	0	0	0
Klhl26	30.000000	90	0	0	0
Fnip2	30.000000	90	0	0	0
Fam160b1	30.000000	90	0	0	0
Etf1	30.000000	90	0	0	0
Cnot11	30.000000	90	0	0	0
Tekt2	29.666667	89	0	0	0
Srrt	29.666667	89	0	0	0
Sapcd2	29.666667	89	0	0	0
Pbrm1	29.666667	89	0	0	0
Nsun6	29.666667	89	0	0	0
Med10	29.666667	89	0	0	0
Lamtor3	29.666667	89	0	0	0
Lactb	29.666667	89	0	0	0
Kmt2d	29.666667	89	0	0	0
Hells	29.666667	89	0	0	0
Gpatch2l	29.666667	89	0	0	0
Gna13	29.666667	89	0	0	0
Gm4925	29.666667	89	0	0	0
Exoc3l	29.666667	89	0	0	0
E2f4	29.666667	89	0	0	0
Ddx41	29.666667	89	0	0	0
Cdk5rap3	29.666667	89	0	0	0
B4galnt1	29.666667	89	0	0	0
Arl5b	29.666667	89	0	0	0
Arl1	29.666667	89	0	0	0
Adprhl2	29.666667	89	0	0	0
4930402H24Rik	29.666667	89	0	0	0
Vasp	29.333333	88	0	0	0
Tuba4a	29.333333	88	0	0	0
Snrpd2	29.333333	88	0	0	0
Slc15a4	29.333333	88	0	0	0
Rpl6	29.333333	88	0	0	0
Rnf150	29.333333	88	0	0	0
Rnf141	29.333333	88	0	0	0
Qpctl	29.333333	88	0	0	0
Psmf1	29.333333	88	0	0	0
Pde6g	29.333333	88	0	0	0
Oxld1	29.333333	88	0	0	0
Mtfr2	29.333333	88	0	0	0
Lsr	29.333333	88	0	0	0
Fam187b	29.333333	88	0	0	0
Commd10	29.333333	88	0	0	0
Ccdc86	29.333333	88	0	0	0
Ccdc174	29.333333	88	0	0	0
Ccdc137	29.333333	88	0	0	0
Camk2d	29.333333	88	0	0	0
Anapc7	29.333333	88	0	0	0
A630095N17Rik	29.333333	88	0	0	0
Tkfc	29.000000	87	0	0	0
Stom	29.000000	87	0	0	0
Sfrp4	29.000000	87	0	0	0
Rnf170	29.000000	87	0	0	0
Nr6a1	29.000000	87	0	0	0
Mkrn1	29.000000	87	0	0	0
Map3k8	29.000000	87	0	0	0
Hook3	29.000000	87	0	0	0
Ero1b	29.000000	87	0	0	0
Epdr1	29.000000	87	0	0	0
Ddb1	29.000000	87	0	0	0
Cenpu	29.000000	87	0	0	0
Ubap1	28.666667	86	0	0	0
Tut1	28.666667	86	0	0	0
Ttll12	28.666667	86	0	0	0
Saal1	28.666667	86	0	0	0
Psmd8	28.666667	86	0	0	0
Dhx33	28.666667	86	0	0	0
Cox6c	28.666667	86	0	0	0
Cd9	28.666667	86	0	0	0
Bard1	28.666667	86	0	0	0
Abcf1	28.666667	86	0	0	0
Vps37a	28.333333	85	0	0	0
Ube3b	28.333333	85	0	0	0
Tm2d1	28.333333	85	0	0	0
Terf2	28.333333	85	0	0	0
Tars2	28.333333	85	0	0	0
Stard10	28.333333	85	0	0	0
Snrpc	28.333333	85	0	0	0
Rpsa	28.333333	85	0	0	0
Rps3a1	28.333333	85	0	0	0
Naa16	28.333333	85	0	0	0
Mief1	28.333333	85	0	0	0
Metap1d	28.333333	85	0	0	0
Lmbr1l	28.333333	85	0	0	0
Kctd10	28.333333	85	0	0	0
Hexa	28.333333	85	0	0	0
Extl3	28.333333	85	0	0	0
Eif2s2	28.333333	85	0	0	0
Ect2	28.333333	85	0	0	0
Dctpp1	28.333333	85	0	0	0
Csrp1	28.333333	85	0	0	0
Cnot7	28.333333	85	0	0	0
Alad	28.333333	85	0	0	0
2210016L21Rik	28.333333	85	0	0	0
Tomm20	28.000000	84	0	0	0
Rps7	28.000000	84	0	0	0
Letm1	28.000000	84	0	0	0
Fam107b	28.000000	84	0	0	0
Cpt2	28.000000	84	0	0	0
Cog2	28.000000	84	0	0	0
Tpst1	27.666667	83	0	0	0
Tnfrsf21	27.666667	83	0	0	0
Tdp2	27.666667	83	0	0	0
Supt5	27.666667	83	0	0	0
Sec24c	27.666667	83	0	0	0
Rpl35a	27.666667	83	0	0	0
Rpl27a	27.666667	83	0	0	0
Rnf19b	27.666667	83	0	0	0
Mrpl17	27.666667	83	0	0	0
Mlx	27.666667	83	0	0	0
Leo1	27.666667	83	0	0	0
Kpna6	27.666667	83	0	0	0
Iqcg	27.666667	83	0	0	0
Hsd17b1	27.666667	83	0	0	0
Gpr89	27.666667	83	0	0	0
Gfus	27.666667	83	0	0	0
Coasy	27.666667	83	0	0	0
Cnep1r1	27.666667	83	0	0	0
Cap1	27.666667	83	0	0	0
Bcdin3d	27.666667	83	0	0	0
Atp6v1g1	27.666667	83	0	0	0
Acot13	27.666667	83	0	0	0
Slc9a3r1	27.333333	82	0	0	0
Pfdn4	27.333333	82	0	0	0
Pex14	27.333333	82	0	0	0
Mrfap1	27.333333	82	0	0	0
Mib2	27.333333	82	0	0	0
Mcrip2	27.333333	82	0	0	0
Dffa	27.333333	82	0	0	0
Cdc73	27.333333	82	0	0	0
B3gnt7	27.333333	82	0	0	0
Zfp654	27.000000	81	0	0	0
Vangl2	27.000000	81	0	0	0
Slc26a6	27.000000	81	0	0	0
Sec62	27.000000	81	0	0	0
Ppp6r3	27.000000	81	0	0	0
Ppp6c	27.000000	81	0	0	0
Phf23	27.000000	81	0	0	0
Max	27.000000	81	0	0	0
Gabarap	27.000000	81	0	0	0
Dvl2	27.000000	81	0	0	0
Clpx	27.000000	81	0	0	0
Cggbp1	27.000000	81	0	0	0
Ypel1	26.666667	80	0	0	0
Ubac1	26.666667	80	0	0	0
Tssk1	26.666667	80	0	0	0
Slc66a2	26.666667	80	0	0	0
Rps24	26.666667	80	0	0	0
Ppp1r1a	26.666667	80	0	0	0
Polr3a	26.666667	80	0	0	0
Nap1l4	26.666667	80	0	0	0
Mink1	26.666667	80	0	0	0
L3hypdh	26.666667	80	0	0	0
Jkamp	26.666667	80	0	0	0
Hnrnph1	26.666667	80	0	0	0
Gjd3	26.666667	80	0	0	0
Dgcr2	26.666667	80	0	0	0
Crebzf	26.666667	80	0	0	0
Col4a2	26.666667	80	0	0	0
Col4a1	26.666667	80	0	0	0
Cd320	26.666667	80	0	0	0
Zfp428	26.333333	79	0	0	0
Vps35	26.333333	79	0	0	0
Triap1	26.333333	79	0	0	0
Satb2	26.333333	79	0	0	0
Rpl37a	26.333333	79	0	0	0
Pdlim1	26.333333	79	0	0	0
Orc6	26.333333	79	0	0	0
Npr1	26.333333	79	0	0	0
Ncbp2	26.333333	79	0	0	0
Kdm2a	26.333333	79	0	0	0
Gls2	26.333333	79	0	0	0
Gatc	26.333333	79	0	0	0
Etfdh	26.333333	79	0	0	0
Atg4c	26.333333	79	0	0	0
4930579G24Rik	26.333333	79	0	0	0
0610012G03Rik	26.333333	79	0	0	0
Zfp958	26.000000	78	0	0	0
Zdhhc7	26.000000	78	0	0	0
Tssk6	26.000000	78	0	0	0
Tfrc	26.000000	78	0	0	0
Smap2	26.000000	78	0	0	0
Sh3gl2	26.000000	78	0	0	0
Pgap2	26.000000	78	0	0	0
Nup98	26.000000	78	0	0	0
Ndufa13	26.000000	78	0	0	0
Man2a1	26.000000	78	0	0	0
Gar1	26.000000	78	0	0	0
Fh1	26.000000	78	0	0	0
Exoc6b	26.000000	78	0	0	0
Zw10	25.666667	77	0	0	0
Samhd1	25.666667	77	0	0	0
Rtcb	25.666667	77	0	0	0
Ndufs7	25.666667	77	0	0	0
Exosc3	25.666667	77	0	0	0
Cfap97	25.666667	77	0	0	0
Cep350	25.666667	77	0	0	0
Tti1	25.333333	76	0	0	0
Tnks	25.333333	76	0	0	0
Rprd1b	25.333333	76	0	0	0
Mettl23	25.333333	76	0	0	0
Rab8b	25.000000	75	0	0	0
Psen2	25.000000	75	0	0	0
Ppic	25.000000	75	0	0	0
Mia3	25.000000	75	0	0	0
Lmna	25.000000	75	0	0	0
Wsb1	24.666667	74	0	0	0
Psd	24.666667	74	0	0	0
Nagpa	24.666667	74	0	0	0
Gps2	24.666667	74	0	0	0
Fbxl15	24.666667	74	0	0	0
Zfp263	24.333333	73	0	0	0
Ube2s	24.333333	73	0	0	0
Tbca	24.333333	73	0	0	0
Mmd	24.333333	73	0	0	0
Kcns2	24.333333	73	0	0	0
Idh3a	24.333333	73	0	0	0
Fbxl14	24.333333	73	0	0	0
Eid2	24.333333	73	0	0	0
Sun1	24.000000	72	0	0	0
Rpl37	24.000000	72	0	0	0
Zcrb1	23.666667	71	0	0	0
Tmem139	23.666667	71	0	0	0
Pphln1	23.666667	71	0	0	0
Pdcd11	23.666667	71	0	0	0
Casp2	23.666667	71	0	0	0
Atr	23.666667	71	0	0	0
Atp5md	23.666667	71	0	0	0
Asf1b	23.666667	71	0	0	0
Arcn1	23.666667	71	0	0	0
1700065D16Rik	23.666667	71	0	0	0
Hspa5	23.333333	70	0	0	0
Cfap298	23.333333	70	0	0	0
Calu	23.333333	70	0	0	0
Tspan4	22.000000	66	0	0	0
Polr2l	22.000000	66	0	0	0
Kcnk1	21.333333	64	0	0	0
Uck1	21.000000	63	0	0	0
Arhgap29	21.000000	63	0	0	0
Txnip	0.000000	0	0	0	417
Tnfsf4	0.000000	0	0	0	155
